GeneID	H(c|x)	p_e
CABZ01075628.1	6.7337e-01	3.1026e-01
exoc3l2b	6.7338e-01	3.1027e-01
myh7l	6.7338e-01	3.1027e-01
mmachc	6.7341e-01	3.1029e-01
mfsd2aa	6.7343e-01	3.1031e-01
si:dkey-262j3.7	6.7344e-01	3.1032e-01
lrrc29	6.7344e-01	3.1032e-01
sumf2	6.7344e-01	3.1032e-01
zgc:194275	6.7345e-01	3.1033e-01
hdac7b	6.7346e-01	3.1034e-01
irf10	6.7346e-01	3.1034e-01
cln6b	6.7346e-01	3.1034e-01
tdrd7a	6.7346e-01	3.1034e-01
tmem42a	6.7347e-01	3.1034e-01
sccpdhb	6.7347e-01	3.1034e-01
crygm2d20	6.7348e-01	3.1035e-01
adm2b	6.7349e-01	3.1036e-01
tuba7l	6.7349e-01	3.1036e-01
gata1a	6.7350e-01	3.1037e-01
usp9	6.7351e-01	3.1038e-01
klhl31	6.7351e-01	3.1038e-01
GNG14	6.7352e-01	3.1038e-01
ssx2ipa	6.7352e-01	3.1039e-01
pimr178	6.7353e-01	3.1040e-01
zbtb18	6.7353e-01	3.1040e-01
tex9	6.7353e-01	3.1040e-01
tsen54	6.7354e-01	3.1040e-01
iqsec3b	6.7355e-01	3.1042e-01
nt5e	6.7355e-01	3.1042e-01
si:dkeyp-80d11.4	6.7356e-01	3.1042e-01
map4k3a	6.7356e-01	3.1042e-01
pgam2	6.7358e-01	3.1043e-01
rhbdd3	6.7358e-01	3.1044e-01
si:ch211-285j22.5	6.7358e-01	3.1044e-01
aebp1	6.7358e-01	3.1044e-01
ttc4	6.7361e-01	3.1046e-01
skilb	6.7361e-01	3.1046e-01
nyap2a	6.7361e-01	3.1046e-01
si:ch211-133n4.9	6.7362e-01	3.1047e-01
kcnk9	6.7363e-01	3.1048e-01
arhgap1	6.7363e-01	3.1048e-01
si:dkey-46g23.2	6.7364e-01	3.1049e-01
si:rp71-81e14.2	6.7364e-01	3.1049e-01
raf1b	6.7365e-01	3.1050e-01
sult2st3	6.7365e-01	3.1050e-01
si:dkey-74k8.3	6.7366e-01	3.1051e-01
trpv4	6.7367e-01	3.1052e-01
nfil3-3	6.7367e-01	3.1052e-01
CU693379.1	6.7368e-01	3.1052e-01
GALNT3	6.7369e-01	3.1053e-01
cdc14aa	6.7370e-01	3.1054e-01
si:dkey-269o24.1	6.7371e-01	3.1055e-01
znf207b	6.7371e-01	3.1055e-01
si:ch73-343l4.2	6.7372e-01	3.1056e-01
CU570881.2	6.7372e-01	3.1056e-01
polr1a	6.7373e-01	3.1057e-01
sumo2a	6.7374e-01	3.1058e-01
sh3rf1	6.7375e-01	3.1058e-01
si:dkey-9l20.3	6.7375e-01	3.1058e-01
zgc:64065	6.7376e-01	3.1059e-01
mrpl33	6.7376e-01	3.1059e-01
si:dkey-196h17.9	6.7377e-01	3.1060e-01
slc25a47b	6.7378e-01	3.1061e-01
her11	6.7379e-01	3.1061e-01
LO018629.1	6.7379e-01	3.1062e-01
si:dkey-165a24.10	6.7379e-01	3.1062e-01
stard3nl	6.7380e-01	3.1062e-01
bbc3	6.7380e-01	3.1063e-01
tada2a	6.7381e-01	3.1063e-01
pde6a	6.7381e-01	3.1063e-01
kif28	6.7382e-01	3.1064e-01
cacybp	6.7383e-01	3.1065e-01
si:dkey-100n23.5	6.7383e-01	3.1065e-01
cnksr2b	6.7383e-01	3.1066e-01
si:ch211-212d10.2	6.7384e-01	3.1066e-01
fkbp5	6.7384e-01	3.1066e-01
pimr45	6.7386e-01	3.1067e-01
pimr44	6.7386e-01	3.1067e-01
gas1b	6.7386e-01	3.1068e-01
ptk2ba	6.7386e-01	3.1068e-01
si:dkey-57n24.6	6.7386e-01	3.1068e-01
egln1a	6.7387e-01	3.1069e-01
snapin	6.7388e-01	3.1070e-01
tigarb	6.7390e-01	3.1071e-01
ndnf	6.7391e-01	3.1072e-01
plgrkt	6.7393e-01	3.1074e-01
zgc:91944	6.7394e-01	3.1074e-01
col21a1	6.7395e-01	3.1076e-01
si:dkey-145c18.5	6.7397e-01	3.1077e-01
si:ch211-255g12.6	6.7397e-01	3.1077e-01
kcnk7	6.7397e-01	3.1077e-01
ust	6.7397e-01	3.1077e-01
b4galnt1a	6.7397e-01	3.1077e-01
dusp5	6.7397e-01	3.1078e-01
akap10	6.7398e-01	3.1078e-01
cpt1aa	6.7398e-01	3.1078e-01
ephb1	6.7398e-01	3.1078e-01
MAD2L2	6.7399e-01	3.1079e-01
rab3aa	6.7399e-01	3.1079e-01
tmem232	6.7399e-01	3.1079e-01
bmp3	6.7400e-01	3.1080e-01
nras	6.7400e-01	3.1080e-01
si:dkey-7i4.16	6.7401e-01	3.1080e-01
pax5	6.7401e-01	3.1080e-01
si:dkey-100n19.2	6.7401e-01	3.1081e-01
ube2f	6.7402e-01	3.1081e-01
adprh	6.7403e-01	3.1082e-01
si:ch211-186e20.7	6.7403e-01	3.1083e-01
ehd1a	6.7404e-01	3.1083e-01
CR450805.1	6.7404e-01	3.1083e-01
rint1	6.7404e-01	3.1084e-01
CABZ01113818.1	6.7405e-01	3.1084e-01
hoxa1a	6.7405e-01	3.1084e-01
socs9	6.7406e-01	3.1085e-01
ripk1l	6.7406e-01	3.1085e-01
znf1050	6.7409e-01	3.1088e-01
ctsh	6.7410e-01	3.1088e-01
mfn2	6.7411e-01	3.1089e-01
ppm1la	6.7411e-01	3.1089e-01
alas2	6.7411e-01	3.1089e-01
si:dkey-102c8.3	6.7412e-01	3.1090e-01
fhod1	6.7412e-01	3.1090e-01
cd40lg	6.7412e-01	3.1090e-01
atm	6.7414e-01	3.1091e-01
ccr10	6.7414e-01	3.1092e-01
fli1b	6.7415e-01	3.1092e-01
zfand5b	6.7415e-01	3.1092e-01
fyco1a	6.7415e-01	3.1093e-01
si:dkey-117n7.5	6.7415e-01	3.1093e-01
ankmy2b	6.7416e-01	3.1093e-01
mtg2	6.7416e-01	3.1093e-01
helz2	6.7416e-01	3.1093e-01
tyr	6.7416e-01	3.1093e-01
ldhbb	6.7416e-01	3.1094e-01
micu3a	6.7416e-01	3.1094e-01
si:dkey-31n13.4	6.7416e-01	3.1094e-01
ano9a	6.7416e-01	3.1094e-01
nit2	6.7418e-01	3.1096e-01
si:ch211-266d19.4	6.7419e-01	3.1096e-01
cryzl1	6.7419e-01	3.1096e-01
si:dkey-14o6.4	6.7420e-01	3.1097e-01
tab2	6.7421e-01	3.1098e-01
obscnb	6.7424e-01	3.1100e-01
fnbp4	6.7424e-01	3.1100e-01
npy1r	6.7424e-01	3.1101e-01
gmppab	6.7426e-01	3.1102e-01
entpd4	6.7426e-01	3.1102e-01
BX323994.1	6.7427e-01	3.1103e-01
fam69ab	6.7428e-01	3.1104e-01
stard4	6.7428e-01	3.1104e-01
si:rp71-5o12.3	6.7429e-01	3.1104e-01
gspt1	6.7429e-01	3.1105e-01
oaz1a	6.7429e-01	3.1105e-01
twf2a	6.7430e-01	3.1105e-01
CR589947.2	6.7430e-01	3.1106e-01
cyp2p6	6.7430e-01	3.1106e-01
znf541	6.7431e-01	3.1106e-01
ebf3b	6.7431e-01	3.1106e-01
CU179656.1	6.7432e-01	3.1108e-01
slc6a4a	6.7435e-01	3.1110e-01
sgta	6.7436e-01	3.1110e-01
si:ch73-381f5.2	6.7436e-01	3.1111e-01
col17a1a	6.7437e-01	3.1111e-01
oclnb	6.7439e-01	3.1113e-01
si:ch73-281k2.5	6.7439e-01	3.1113e-01
AMDHD1	6.7439e-01	3.1113e-01
pla2g15	6.7441e-01	3.1115e-01
CABZ01074298.1	6.7442e-01	3.1115e-01
slc16a12b	6.7442e-01	3.1115e-01
ddc	6.7442e-01	3.1116e-01
tcea2	6.7443e-01	3.1116e-01
stxbp3	6.7443e-01	3.1117e-01
mthfd2l	6.7443e-01	3.1117e-01
mylk5	6.7444e-01	3.1118e-01
ttc26	6.7444e-01	3.1118e-01
crybb1	6.7445e-01	3.1118e-01
atg16l1	6.7445e-01	3.1118e-01
CU855895.2	6.7447e-01	3.1120e-01
sugt1	6.7447e-01	3.1120e-01
pnp6	6.7447e-01	3.1120e-01
l3mbtl3	6.7448e-01	3.1121e-01
dopey2	6.7448e-01	3.1121e-01
chmp3	6.7448e-01	3.1121e-01
BX908782.2	6.7449e-01	3.1122e-01
got2a	6.7449e-01	3.1122e-01
bcor	6.7451e-01	3.1123e-01
si:dkey-73n10.1	6.7452e-01	3.1125e-01
prc1a	6.7453e-01	3.1125e-01
si:dkey-23f9.11	6.7454e-01	3.1126e-01
CR847523.1	6.7454e-01	3.1126e-01
tnfsf10l4	6.7454e-01	3.1126e-01
pcdh2ab9	6.7454e-01	3.1126e-01
cmpk2	6.7456e-01	3.1128e-01
piezo1	6.7456e-01	3.1128e-01
pnrc2	6.7457e-01	3.1129e-01
ddias	6.7458e-01	3.1129e-01
irge1	6.7460e-01	3.1131e-01
eps15	6.7460e-01	3.1131e-01
slc22a7b.1	6.7461e-01	3.1132e-01
cryz	6.7461e-01	3.1132e-01
scarb2c	6.7462e-01	3.1133e-01
si:ch211-135f11.1	6.7462e-01	3.1133e-01
diras1a	6.7463e-01	3.1134e-01
gata6	6.7463e-01	3.1134e-01
si:ch73-343g19.4	6.7463e-01	3.1134e-01
CABZ01075125.1	6.7463e-01	3.1134e-01
jam2a	6.7465e-01	3.1135e-01
sgk1	6.7467e-01	3.1137e-01
grk1b	6.7468e-01	3.1138e-01
or124-4	6.7468e-01	3.1138e-01
si:ch211-232b12.5	6.7471e-01	3.1141e-01
p4ha1b	6.7472e-01	3.1141e-01
mef2ca	6.7473e-01	3.1142e-01
im:7138239	6.7474e-01	3.1144e-01
sh3tc2	6.7475e-01	3.1144e-01
lacc1	6.7476e-01	3.1145e-01
fam98b	6.7477e-01	3.1146e-01
rnf17	6.7477e-01	3.1146e-01
pear1	6.7478e-01	3.1147e-01
si:dkey-7i4.10	6.7478e-01	3.1147e-01
atg4db	6.7479e-01	3.1147e-01
bpgm	6.7480e-01	3.1148e-01
si:dkey-11o15.10	6.7480e-01	3.1148e-01
clec16a	6.7480e-01	3.1148e-01
pknox1.1	6.7480e-01	3.1149e-01
rbm12b	6.7480e-01	3.1149e-01
ttc7b	6.7480e-01	3.1149e-01
spryd3	6.7482e-01	3.1150e-01
cuzd1.2	6.7482e-01	3.1150e-01
nox1	6.7483e-01	3.1151e-01
cyp11a1	6.7484e-01	3.1152e-01
usp33	6.7484e-01	3.1152e-01
zgc:113426	6.7484e-01	3.1152e-01
lsm10	6.7485e-01	3.1152e-01
znf1049	6.7485e-01	3.1153e-01
nbr1b	6.7487e-01	3.1154e-01
slc16a4	6.7488e-01	3.1155e-01
TMEM235 (1 of many)	6.7488e-01	3.1155e-01
ropn1l	6.7489e-01	3.1156e-01
si:ch73-89b15.3	6.7489e-01	3.1156e-01
ehbp1l1b	6.7489e-01	3.1156e-01
si:ch211-150j10.4	6.7490e-01	3.1157e-01
si:dkey-148a17.6	6.7490e-01	3.1157e-01
dusp11	6.7491e-01	3.1158e-01
si:dkey-261j11.2	6.7491e-01	3.1158e-01
gusb	6.7492e-01	3.1158e-01
wdr54	6.7492e-01	3.1159e-01
pim3	6.7494e-01	3.1160e-01
trpm2	6.7494e-01	3.1161e-01
nt5c1bb	6.7496e-01	3.1162e-01
znf1091	6.7496e-01	3.1162e-01
slc39a6	6.7497e-01	3.1163e-01
cfap99	6.7497e-01	3.1163e-01
pimr3	6.7497e-01	3.1163e-01
shda	6.7497e-01	3.1163e-01
asah1a	6.7497e-01	3.1163e-01
ubxn10	6.7497e-01	3.1163e-01
otol1a	6.7499e-01	3.1165e-01
si:ch211-197f20.1	6.7500e-01	3.1165e-01
zgc:193742	6.7501e-01	3.1166e-01
si:rp71-1p14.7	6.7501e-01	3.1166e-01
trim25l	6.7502e-01	3.1167e-01
tmem185	6.7502e-01	3.1167e-01
rpe65b	6.7503e-01	3.1168e-01
hoxa3a	6.7504e-01	3.1169e-01
meltf	6.7505e-01	3.1170e-01
map3k3	6.7505e-01	3.1170e-01
synpo2b	6.7506e-01	3.1170e-01
terb2	6.7506e-01	3.1171e-01
si:ch211-15j1.4	6.7506e-01	3.1171e-01
fbxo25	6.7506e-01	3.1171e-01
osr1	6.7506e-01	3.1171e-01
cep85	6.7508e-01	3.1172e-01
pyroxd2	6.7508e-01	3.1172e-01
zgc:91850	6.7508e-01	3.1173e-01
marveld2b	6.7510e-01	3.1174e-01
mrps23	6.7510e-01	3.1174e-01
si:dkey-38l22.2	6.7511e-01	3.1175e-01
h2afx1	6.7511e-01	3.1175e-01
si:dkey-19e4.5	6.7512e-01	3.1175e-01
dhrs7ca	6.7512e-01	3.1175e-01
kxd1	6.7512e-01	3.1176e-01
dhcr7	6.7515e-01	3.1178e-01
si:dkeyp-3f10.16	6.7515e-01	3.1178e-01
rusc2	6.7516e-01	3.1179e-01
tbc1d22a	6.7517e-01	3.1180e-01
zgc:193726	6.7517e-01	3.1180e-01
pku300	6.7517e-01	3.1180e-01
tgm2a	6.7519e-01	3.1182e-01
ftr22	6.7519e-01	3.1182e-01
CDPF1	6.7519e-01	3.1182e-01
lepb	6.7520e-01	3.1183e-01
papd5	6.7521e-01	3.1184e-01
tgm5l	6.7522e-01	3.1184e-01
rab5aa	6.7522e-01	3.1184e-01
xpo1a	6.7522e-01	3.1184e-01
FP016205.1	6.7523e-01	3.1185e-01
zgc:154054	6.7523e-01	3.1185e-01
LO018432.1	6.7523e-01	3.1185e-01
tnks1bp1	6.7524e-01	3.1186e-01
cremb	6.7524e-01	3.1186e-01
peak3	6.7525e-01	3.1187e-01
rragcb	6.7525e-01	3.1187e-01
kctd12b	6.7525e-01	3.1187e-01
si:ch211-238p8.31	6.7526e-01	3.1188e-01
hist1h2a4	6.7527e-01	3.1188e-01
slc25a14	6.7528e-01	3.1189e-01
cfhl3	6.7528e-01	3.1189e-01
acyp1	6.7528e-01	3.1190e-01
oprl1	6.7528e-01	3.1190e-01
zgc:112977	6.7530e-01	3.1191e-01
pimr94	6.7530e-01	3.1191e-01
grifin	6.7531e-01	3.1192e-01
si:ch211-191a24.4	6.7531e-01	3.1192e-01
trmt1l	6.7531e-01	3.1192e-01
si:dkey-26h11.2	6.7532e-01	3.1193e-01
ndrg2	6.7533e-01	3.1194e-01
gfer	6.7534e-01	3.1195e-01
kcnv2a	6.7534e-01	3.1195e-01
supt7l	6.7535e-01	3.1195e-01
slmapb	6.7535e-01	3.1196e-01
tmbim1b	6.7535e-01	3.1196e-01
si:dkeyp-11g8.3	6.7536e-01	3.1196e-01
si:dkey-41c6.3	6.7536e-01	3.1196e-01
FO818743.1	6.7537e-01	3.1197e-01
egf	6.7537e-01	3.1197e-01
amigo3	6.7539e-01	3.1199e-01
BX276128.2	6.7539e-01	3.1199e-01
rnf217	6.7539e-01	3.1199e-01
prnprs3	6.7539e-01	3.1199e-01
tlk1a	6.7540e-01	3.1200e-01
sec24c	6.7540e-01	3.1200e-01
zmp:0000001048	6.7541e-01	3.1200e-01
BX908731.1	6.7541e-01	3.1201e-01
zgc:63470	6.7541e-01	3.1201e-01
BX649384.3	6.7542e-01	3.1201e-01
si:ch211-141e20.2	6.7543e-01	3.1202e-01
ccdc169	6.7543e-01	3.1202e-01
si:dkey-112g5.12	6.7543e-01	3.1203e-01
si:ch73-138e16.4	6.7544e-01	3.1203e-01
si:ch211-147g22.5	6.7545e-01	3.1204e-01
gid8b	6.7545e-01	3.1204e-01
rbl2	6.7546e-01	3.1205e-01
si:ch73-173p19.2	6.7546e-01	3.1205e-01
si:dkey-27d5.5	6.7547e-01	3.1205e-01
zgc:64106	6.7547e-01	3.1206e-01
klhl40b	6.7547e-01	3.1206e-01
tmprss13a	6.7548e-01	3.1206e-01
zgc:77880	6.7548e-01	3.1206e-01
zic3	6.7551e-01	3.1209e-01
btbd11a	6.7551e-01	3.1209e-01
si:ch211-113e8.9	6.7552e-01	3.1210e-01
zgc:174154	6.7554e-01	3.1212e-01
rwdd2b	6.7556e-01	3.1214e-01
CR936977.2	6.7557e-01	3.1214e-01
si:dkey-228b2.6	6.7557e-01	3.1214e-01
ptpn18	6.7557e-01	3.1215e-01
gstt1a	6.7558e-01	3.1215e-01
CABZ01085275.1	6.7559e-01	3.1216e-01
si:ch73-256j6.6	6.7559e-01	3.1216e-01
mcoln1b	6.7559e-01	3.1216e-01
htr7b	6.7559e-01	3.1216e-01
ubtd1a	6.7559e-01	3.1217e-01
impg1b	6.7560e-01	3.1217e-01
si:cabz01040626.2	6.7561e-01	3.1218e-01
scospondin	6.7562e-01	3.1219e-01
mespaa	6.7563e-01	3.1220e-01
si:ch73-43g23.1	6.7563e-01	3.1220e-01
mcm8	6.7564e-01	3.1220e-01
gnav1	6.7564e-01	3.1220e-01
zgc:136864	6.7564e-01	3.1221e-01
zgc:163057	6.7564e-01	3.1221e-01
CU984600.3	6.7564e-01	3.1221e-01
CR352265.4	6.7565e-01	3.1221e-01
ecm2	6.7565e-01	3.1221e-01
pecam1	6.7565e-01	3.1221e-01
si:ch211-235i11.7	6.7565e-01	3.1221e-01
tnfsf10l	6.7567e-01	3.1223e-01
pigrl2.3	6.7567e-01	3.1223e-01
trim69	6.7568e-01	3.1224e-01
si:dkey-16p6.4	6.7570e-01	3.1226e-01
dtnba	6.7571e-01	3.1226e-01
ccdc90b	6.7571e-01	3.1227e-01
CT583626.1	6.7571e-01	3.1227e-01
tmem106ba	6.7572e-01	3.1227e-01
cldn10a	6.7572e-01	3.1227e-01
nop2	6.7572e-01	3.1227e-01
zgc:165583	6.7572e-01	3.1228e-01
crygs2	6.7573e-01	3.1228e-01
eps8l1	6.7573e-01	3.1228e-01
ptx4	6.7575e-01	3.1229e-01
si:ch211-285c6.5	6.7575e-01	3.1230e-01
lcn15	6.7575e-01	3.1230e-01
zgc:136908	6.7575e-01	3.1230e-01
star	6.7575e-01	3.1230e-01
mapkapk2a	6.7577e-01	3.1231e-01
usp20	6.7577e-01	3.1231e-01
xpo7	6.7578e-01	3.1233e-01
LRRC52	6.7579e-01	3.1233e-01
qpctlb	6.7579e-01	3.1233e-01
cry5	6.7579e-01	3.1233e-01
si:dkey-9p24.5	6.7580e-01	3.1234e-01
or116-2	6.7582e-01	3.1236e-01
tbxta	6.7582e-01	3.1236e-01
stx5al	6.7583e-01	3.1237e-01
zgc:92630	6.7584e-01	3.1237e-01
pnck	6.7584e-01	3.1237e-01
mettl17	6.7584e-01	3.1238e-01
otog	6.7584e-01	3.1238e-01
si:ch73-160p18.4	6.7584e-01	3.1238e-01
vtcn1	6.7584e-01	3.1238e-01
lsm5	6.7585e-01	3.1239e-01
stam2	6.7585e-01	3.1239e-01
si:dkey-27j5.8	6.7587e-01	3.1240e-01
zgc:174314	6.7587e-01	3.1240e-01
glt8d2	6.7588e-01	3.1241e-01
zgc:153595	6.7588e-01	3.1241e-01
rac1a	6.7588e-01	3.1241e-01
si:ch211-218o21.4	6.7590e-01	3.1243e-01
yipf1	6.7591e-01	3.1243e-01
fbxo9	6.7591e-01	3.1244e-01
tspan31	6.7592e-01	3.1244e-01
si:dkey-199k11.6	6.7592e-01	3.1244e-01
zgc:173587	6.7592e-01	3.1245e-01
atg4c	6.7593e-01	3.1245e-01
FAM72B	6.7593e-01	3.1245e-01
elf3	6.7594e-01	3.1246e-01
si:cabz01036006.1	6.7595e-01	3.1247e-01
megf6b	6.7596e-01	3.1248e-01
si:ch211-73m21.1	6.7598e-01	3.1249e-01
rad50	6.7598e-01	3.1250e-01
hgh1	6.7599e-01	3.1250e-01
amfra	6.7599e-01	3.1251e-01
si:dkey-199m13.4	6.7599e-01	3.1251e-01
JMY	6.7599e-01	3.1251e-01
anxa13	6.7599e-01	3.1251e-01
si:ch211-207e14.4	6.7600e-01	3.1251e-01
prr18	6.7601e-01	3.1252e-01
vtg5	6.7603e-01	3.1254e-01
ptpn4a	6.7604e-01	3.1255e-01
fam234b	6.7605e-01	3.1256e-01
si:ch211-175f12.2	6.7606e-01	3.1257e-01
zgc:66024	6.7606e-01	3.1257e-01
nfatc2a	6.7608e-01	3.1258e-01
arl6ip1	6.7609e-01	3.1259e-01
si:dkey-44k1.5	6.7609e-01	3.1259e-01
c2cd4a	6.7609e-01	3.1259e-01
meox2a	6.7609e-01	3.1259e-01
plk3	6.7610e-01	3.1260e-01
irf2bp1	6.7611e-01	3.1260e-01
unm_sa1506	6.7611e-01	3.1261e-01
pimr72	6.7611e-01	3.1261e-01
nr5a5	6.7612e-01	3.1261e-01
si:dkey-108k21.7	6.7612e-01	3.1262e-01
pvalb5	6.7613e-01	3.1263e-01
ctsz	6.7613e-01	3.1263e-01
taok3a	6.7614e-01	3.1264e-01
tnni2a.1	6.7614e-01	3.1264e-01
drp2	6.7615e-01	3.1264e-01
si:ch211-165f21.4	6.7615e-01	3.1264e-01
v2rh9	6.7616e-01	3.1265e-01
pappab	6.7617e-01	3.1266e-01
raver2	6.7618e-01	3.1267e-01
susd6	6.7618e-01	3.1267e-01
rac3b	6.7618e-01	3.1267e-01
elf2b	6.7619e-01	3.1268e-01
si:dkey-190j3.3	6.7619e-01	3.1268e-01
tdrd3	6.7620e-01	3.1269e-01
si:ch211-284b7.3	6.7620e-01	3.1269e-01
ssna1	6.7621e-01	3.1269e-01
cpe	6.7622e-01	3.1270e-01
jac6	6.7622e-01	3.1271e-01
si:dkey-106l3.7	6.7624e-01	3.1272e-01
mthfd1l	6.7624e-01	3.1272e-01
dgkg	6.7625e-01	3.1273e-01
CRACR2A	6.7625e-01	3.1273e-01
CU929317.1	6.7625e-01	3.1273e-01
lrtm2a	6.7627e-01	3.1274e-01
klf12a	6.7627e-01	3.1275e-01
FQ311908.1	6.7628e-01	3.1275e-01
slc6a1b	6.7629e-01	3.1276e-01
rnh1	6.7630e-01	3.1277e-01
cmlc1	6.7630e-01	3.1277e-01
urp1	6.7630e-01	3.1277e-01
alpk3a	6.7630e-01	3.1277e-01
mcrs1	6.7631e-01	3.1278e-01
rragca	6.7631e-01	3.1278e-01
clcn3	6.7632e-01	3.1279e-01
asb4	6.7632e-01	3.1279e-01
krt18	6.7632e-01	3.1279e-01
dpys	6.7632e-01	3.1279e-01
gnptg	6.7633e-01	3.1279e-01
socs3b	6.7633e-01	3.1280e-01
taf4a	6.7633e-01	3.1280e-01
CABZ01008739.1	6.7633e-01	3.1280e-01
hip1	6.7635e-01	3.1282e-01
gxylt2	6.7635e-01	3.1282e-01
shbg	6.7636e-01	3.1282e-01
si:ch73-266f23.3	6.7636e-01	3.1282e-01
prdm14	6.7636e-01	3.1283e-01
nxph1	6.7636e-01	3.1283e-01
st3gal1l	6.7638e-01	3.1284e-01
rac1b	6.7638e-01	3.1284e-01
igf1	6.7638e-01	3.1284e-01
strbp	6.7639e-01	3.1285e-01
adnp2a	6.7640e-01	3.1285e-01
ppm1bb	6.7640e-01	3.1286e-01
ftr25	6.7640e-01	3.1286e-01
mylka	6.7641e-01	3.1287e-01
pimr189	6.7641e-01	3.1287e-01
itih1	6.7642e-01	3.1288e-01
btbd7	6.7643e-01	3.1288e-01
si:ch211-125e6.5	6.7643e-01	3.1288e-01
CABZ01073424.2	6.7643e-01	3.1289e-01
msto1	6.7644e-01	3.1289e-01
tnfrsf21	6.7644e-01	3.1289e-01
tpcn1	6.7645e-01	3.1290e-01
pex19	6.7645e-01	3.1290e-01
si:ch73-345f18.3	6.7645e-01	3.1290e-01
haao	6.7646e-01	3.1291e-01
pdha1a	6.7646e-01	3.1291e-01
jac3	6.7646e-01	3.1291e-01
si:ch1073-475a24.1	6.7647e-01	3.1291e-01
si:ch211-137i24.10	6.7647e-01	3.1292e-01
CABZ01043953.1	6.7647e-01	3.1292e-01
si:ch211-98n17.5	6.7648e-01	3.1292e-01
si:dkeyp-87d8.8	6.7649e-01	3.1293e-01
cdkn2aip	6.7650e-01	3.1294e-01
znf996	6.7650e-01	3.1294e-01
cyt1l	6.7651e-01	3.1295e-01
si:ch211-1i11.3	6.7652e-01	3.1296e-01
ptprjb.1	6.7653e-01	3.1297e-01
si:dkeyp-79b7.3	6.7654e-01	3.1297e-01
pcolce2b	6.7654e-01	3.1298e-01
cart2	6.7655e-01	3.1299e-01
BX901974.1	6.7656e-01	3.1299e-01
im:7141269	6.7658e-01	3.1302e-01
orc1	6.7659e-01	3.1302e-01
gata4	6.7659e-01	3.1302e-01
afap1l1a	6.7660e-01	3.1303e-01
selenot2	6.7660e-01	3.1303e-01
si:dkeyp-35e5.5	6.7661e-01	3.1304e-01
pwp2h	6.7662e-01	3.1305e-01
surf1	6.7663e-01	3.1305e-01
gatd1	6.7663e-01	3.1306e-01
si:ch211-137j23.7	6.7663e-01	3.1306e-01
CABZ01077220.1	6.7663e-01	3.1306e-01
alpk3b	6.7664e-01	3.1306e-01
si:dkey-14o6.1	6.7664e-01	3.1307e-01
si:dkey-103g5.4	6.7664e-01	3.1307e-01
sdccag8	6.7665e-01	3.1307e-01
pimr11	6.7665e-01	3.1307e-01
vgf	6.7665e-01	3.1307e-01
pcdh1g14	6.7666e-01	3.1308e-01
tecrl2b	6.7667e-01	3.1309e-01
si:ch211-209n20.3	6.7668e-01	3.1309e-01
cav1	6.7670e-01	3.1311e-01
selenoo1	6.7670e-01	3.1312e-01
tpd52	6.7670e-01	3.1312e-01
pdcd5	6.7671e-01	3.1312e-01
scg5	6.7671e-01	3.1313e-01
si:ch211-91p5.3	6.7671e-01	3.1313e-01
sec22bb	6.7672e-01	3.1313e-01
si:dkey-65b12.6	6.7672e-01	3.1313e-01
hmcn2	6.7672e-01	3.1313e-01
pwwp2a	6.7673e-01	3.1314e-01
zgc:175284	6.7673e-01	3.1314e-01
gpr78b	6.7675e-01	3.1316e-01
NRXN2 (1 of many)	6.7677e-01	3.1318e-01
ifit10	6.7677e-01	3.1318e-01
icn2	6.7677e-01	3.1318e-01
il21	6.7678e-01	3.1318e-01
prkcda	6.7678e-01	3.1318e-01
si:ch211-202m22.1	6.7678e-01	3.1319e-01
flcn	6.7679e-01	3.1319e-01
ccdc171	6.7680e-01	3.1320e-01
pex13	6.7681e-01	3.1321e-01
si:dkey-220o21.3	6.7682e-01	3.1322e-01
tmem161a	6.7682e-01	3.1322e-01
scg2b	6.7683e-01	3.1323e-01
cnnm4a	6.7683e-01	3.1323e-01
pcdh1g3	6.7683e-01	3.1323e-01
gkup	6.7683e-01	3.1323e-01
rtn1b	6.7684e-01	3.1323e-01
BX005305.4	6.7684e-01	3.1323e-01
ostm1	6.7684e-01	3.1324e-01
si:ch211-181d7.1	6.7685e-01	3.1325e-01
r3hdm1	6.7686e-01	3.1325e-01
BX769173.2	6.7687e-01	3.1326e-01
zgc:172270	6.7687e-01	3.1326e-01
si:dkeyp-33b5.4	6.7687e-01	3.1326e-01
zgc:114045	6.7687e-01	3.1326e-01
ncoa4	6.7688e-01	3.1327e-01
hpse	6.7688e-01	3.1327e-01
uck2b	6.7689e-01	3.1328e-01
SLA (1 of many)	6.7689e-01	3.1328e-01
drd4b	6.7690e-01	3.1328e-01
slc26a2	6.7690e-01	3.1329e-01
BX908804.2	6.7690e-01	3.1329e-01
mcmbp	6.7691e-01	3.1329e-01
pimr132	6.7691e-01	3.1329e-01
plin6	6.7691e-01	3.1330e-01
si:ch211-150o23.3	6.7691e-01	3.1330e-01
minpp1a	6.7691e-01	3.1330e-01
si:dkeyp-46h3.8	6.7691e-01	3.1330e-01
greb1	6.7693e-01	3.1332e-01
unc119b	6.7694e-01	3.1332e-01
pgam5	6.7694e-01	3.1332e-01
si:ch211-266c8.1	6.7695e-01	3.1333e-01
glt8d1	6.7695e-01	3.1333e-01
si:ch211-241e1.5	6.7696e-01	3.1334e-01
sult1st4	6.7696e-01	3.1334e-01
oacyl	6.7696e-01	3.1334e-01
