GeneID	H(c|x)	p_e
fam81b	3.4892e-01	1.0825e-01
zgc:101840	3.4915e-01	1.0835e-01
anp32b	3.4954e-01	1.0853e-01
kcna1a	3.4967e-01	1.0858e-01
dlx6a	3.4969e-01	1.0860e-01
ctsc	3.4974e-01	1.0862e-01
helt	3.4985e-01	1.0867e-01
zgc:112255	3.4988e-01	1.0868e-01
rad21a	3.4997e-01	1.0872e-01
si:ch73-21k16.4	3.5027e-01	1.0885e-01
stard10	3.5029e-01	1.0887e-01
snrpd2	3.5038e-01	1.0891e-01
CR392335.1	3.5044e-01	1.0893e-01
CABZ01079267.1	3.5045e-01	1.0894e-01
si:dkeyp-4f2.3	3.5073e-01	1.0906e-01
BX890543.1	3.5082e-01	1.0911e-01
tas1r1	3.5109e-01	1.0923e-01
si:ch211-79k12.1	3.5146e-01	1.0939e-01
clns1a	3.5151e-01	1.0942e-01
wdr34	3.5180e-01	1.0955e-01
grm8a	3.5181e-01	1.0955e-01
tcp1	3.5192e-01	1.0960e-01
cherp	3.5216e-01	1.0971e-01
si:dkey-225f23.3	3.5231e-01	1.0978e-01
casp3a	3.5249e-01	1.0986e-01
si:dkey-6i22.5	3.5262e-01	1.0992e-01
prdm8b	3.5300e-01	1.1009e-01
unm_sa821	3.5313e-01	1.1015e-01
map4k4	3.5322e-01	1.1019e-01
si:dkey-217g21.3	3.5341e-01	1.1027e-01
dlc	3.5349e-01	1.1031e-01
si:zfos-2372e4.1	3.5350e-01	1.1032e-01
abracl	3.5352e-01	1.1033e-01
mmd2a	3.5378e-01	1.1044e-01
cd226	3.5389e-01	1.1050e-01
GRIK2	3.5393e-01	1.1051e-01
FO704871.1	3.5402e-01	1.1055e-01
emc4	3.5418e-01	1.1063e-01
histh1l	3.5423e-01	1.1065e-01
wu:fj16a03	3.5428e-01	1.1067e-01
thoc6	3.5436e-01	1.1071e-01
si:dkeyp-9d4.2	3.5438e-01	1.1072e-01
serpina10a	3.5448e-01	1.1076e-01
itprip	3.5448e-01	1.1076e-01
cbx2	3.5451e-01	1.1077e-01
hnrnpaba	3.5477e-01	1.1089e-01
fanci	3.5479e-01	1.1090e-01
carm1	3.5482e-01	1.1092e-01
paqr3b	3.5486e-01	1.1094e-01
rpl12	3.5524e-01	1.1111e-01
mtrex	3.5534e-01	1.1115e-01
si:ch211-196f5.2	3.5556e-01	1.1125e-01
atat1	3.5557e-01	1.1126e-01
c1qb	3.5568e-01	1.1131e-01
ppp4ca	3.5570e-01	1.1132e-01
nup88	3.5623e-01	1.1156e-01
zgc:153317	3.5635e-01	1.1161e-01
thtpa	3.5638e-01	1.1163e-01
bud31	3.5647e-01	1.1167e-01
psma1	3.5710e-01	1.1196e-01
smarcb1b	3.5715e-01	1.1198e-01
ccl39.1	3.5721e-01	1.1201e-01
CIR1	3.5755e-01	1.1216e-01
iah1	3.5760e-01	1.1219e-01
timm13	3.5764e-01	1.1220e-01
sumo3b	3.5792e-01	1.1233e-01
si:ch211-14a17.10	3.5804e-01	1.1239e-01
trim24	3.5815e-01	1.1243e-01
melk	3.5817e-01	1.1244e-01
wdr36	3.5819e-01	1.1245e-01
hs1bp3	3.5827e-01	1.1249e-01
cisd2	3.5839e-01	1.1255e-01
si:ch73-285p12.4	3.5839e-01	1.1255e-01
cct6a	3.5862e-01	1.1265e-01
slc29a2	3.5874e-01	1.1271e-01
epc2	3.5888e-01	1.1277e-01
si:dkey-28d5.14	3.5888e-01	1.1277e-01
hnrnpr	3.5909e-01	1.1287e-01
vsnl1a	3.5923e-01	1.1293e-01
hsf4	3.5929e-01	1.1296e-01
men1	3.5929e-01	1.1296e-01
mt-nd3	3.5939e-01	1.1300e-01
adrm1	3.5957e-01	1.1309e-01
si:dkey-57k2.6	3.5958e-01	1.1309e-01
clpp	3.5958e-01	1.1309e-01
gap43	3.5980e-01	1.1319e-01
CABZ01049607.1	3.6000e-01	1.1328e-01
si:dkey-234l24.8	3.6002e-01	1.1329e-01
THEM6	3.6006e-01	1.1331e-01
CU856344.2	3.6010e-01	1.1333e-01
cart4	3.6020e-01	1.1337e-01
ccdc61	3.6044e-01	1.1348e-01
ppm1g	3.6050e-01	1.1351e-01
si:ch211-147k9.8	3.6070e-01	1.1361e-01
calml4b	3.6133e-01	1.1389e-01
cfhl5	3.6142e-01	1.1394e-01
scd	3.6168e-01	1.1406e-01
eif3s6ip	3.6185e-01	1.1413e-01
cfl1l	3.6197e-01	1.1419e-01
rpl9	3.6204e-01	1.1422e-01
syt2a	3.6206e-01	1.1423e-01
atad5a	3.6207e-01	1.1423e-01
rrbp1a	3.6211e-01	1.1426e-01
rpl13a	3.6236e-01	1.1437e-01
echdc3	3.6243e-01	1.1440e-01
si:dkey-42i9.8	3.6258e-01	1.1447e-01
nanos1	3.6260e-01	1.1448e-01
si:ch73-130a3.4	3.6272e-01	1.1454e-01
si:dkey-19a16.2	3.6291e-01	1.1463e-01
si:ch211-132b12.7	3.6313e-01	1.1472e-01
irs2a	3.6329e-01	1.1480e-01
pole	3.6330e-01	1.1480e-01
wdr13	3.6363e-01	1.1496e-01
eif3f	3.6372e-01	1.1500e-01
pde5aa	3.6391e-01	1.1508e-01
celf3a	3.6404e-01	1.1514e-01
AL844518.1	3.6414e-01	1.1519e-01
foxd3	3.6430e-01	1.1527e-01
nup133	3.6442e-01	1.1532e-01
si:dkey-42i9.4	3.6455e-01	1.1538e-01
si:dkey-183j2.10	3.6456e-01	1.1539e-01
CABZ01090785.1	3.6470e-01	1.1545e-01
wipf1a	3.6479e-01	1.1550e-01
lim2.2	3.6498e-01	1.1558e-01
atf4b	3.6503e-01	1.1561e-01
tfam	3.6508e-01	1.1563e-01
tmprss5	3.6510e-01	1.1564e-01
hspa4b	3.6537e-01	1.1576e-01
nitr6b	3.6546e-01	1.1580e-01
INSM2	3.6548e-01	1.1581e-01
dpysl3	3.6557e-01	1.1585e-01
ptmaa	3.6586e-01	1.1599e-01
zgc:114188	3.6605e-01	1.1608e-01
ran	3.6623e-01	1.1616e-01
SAMD5	3.6624e-01	1.1617e-01
si:ch211-281l24.3	3.6626e-01	1.1618e-01
tmub1	3.6649e-01	1.1628e-01
nipsnap2	3.6653e-01	1.1630e-01
ilf2	3.6654e-01	1.1631e-01
AL928875.1	3.6656e-01	1.1631e-01
fkbp1aa	3.6671e-01	1.1639e-01
tfdp1b	3.6723e-01	1.1663e-01
hsd17b3	3.6737e-01	1.1669e-01
hsbp1l1	3.6740e-01	1.1671e-01
wars	3.6740e-01	1.1671e-01
vtnb	3.6744e-01	1.1672e-01
cox6a1	3.6752e-01	1.1676e-01
st6gal1	3.6753e-01	1.1676e-01
btf3	3.6769e-01	1.1684e-01
rps21	3.6772e-01	1.1685e-01
nrf1	3.6813e-01	1.1704e-01
si:ch73-138e16.3	3.6814e-01	1.1705e-01
pvalb1	3.6819e-01	1.1707e-01
snrpc	3.6823e-01	1.1709e-01
mtx1b	3.6841e-01	1.1718e-01
sympk	3.6849e-01	1.1721e-01
col2a1a	3.6861e-01	1.1727e-01
hsdl2	3.6865e-01	1.1729e-01
tor1	3.6876e-01	1.1734e-01
smu1a	3.6881e-01	1.1736e-01
si:ch73-359m17.2	3.6901e-01	1.1745e-01
commd2	3.6909e-01	1.1749e-01
TPPP	3.6917e-01	1.1753e-01
znf1156	3.6927e-01	1.1758e-01
trim33	3.6939e-01	1.1764e-01
snx6	3.6946e-01	1.1767e-01
CABZ01064671.1	3.6957e-01	1.1772e-01
si:ch211-112g6.4	3.6962e-01	1.1774e-01
BX324216.2	3.6964e-01	1.1775e-01
trabd2a	3.6965e-01	1.1776e-01
cep97	3.6978e-01	1.1782e-01
SLC35E2	3.6980e-01	1.1782e-01
NUP85 (1 of many)	3.6984e-01	1.1784e-01
BX537120.2	3.6989e-01	1.1787e-01
nr2f1a	3.6996e-01	1.1790e-01
bod1l1	3.7006e-01	1.1795e-01
sox1b	3.7007e-01	1.1795e-01
ube2ib	3.7012e-01	1.1798e-01
nfil3-6	3.7022e-01	1.1802e-01
fscn1b	3.7029e-01	1.1805e-01
tbl3	3.7029e-01	1.1806e-01
cdk11b	3.7063e-01	1.1821e-01
rltgr	3.7064e-01	1.1822e-01
si:dkey-25o16.4	3.7094e-01	1.1836e-01
cdr2l	3.7099e-01	1.1838e-01
eif2s1b	3.7129e-01	1.1852e-01
rps5	3.7134e-01	1.1855e-01
ddx47	3.7135e-01	1.1855e-01
si:ch211-1o7.3	3.7148e-01	1.1861e-01
ddx39aa	3.7162e-01	1.1868e-01
sass6	3.7228e-01	1.1899e-01
zgc:194908	3.7234e-01	1.1902e-01
ifrd1	3.7237e-01	1.1903e-01
adh5	3.7257e-01	1.1912e-01
si:dkey-201c13.2	3.7257e-01	1.1913e-01
si:ch211-155o21.4	3.7262e-01	1.1915e-01
rpl13	3.7264e-01	1.1916e-01
fam124b	3.7272e-01	1.1919e-01
LO017798.1	3.7287e-01	1.1927e-01
si:ch211-147m6.2	3.7301e-01	1.1933e-01
sp9	3.7304e-01	1.1934e-01
fes	3.7304e-01	1.1934e-01
rpl39	3.7312e-01	1.1938e-01
sfpq	3.7319e-01	1.1942e-01
abce1	3.7321e-01	1.1942e-01
chd4a	3.7334e-01	1.1948e-01
dpp3	3.7339e-01	1.1951e-01
ubxn1	3.7342e-01	1.1952e-01
si:ch211-51e12.7	3.7361e-01	1.1961e-01
carmil2	3.7363e-01	1.1962e-01
ndufb3	3.7364e-01	1.1962e-01
ighv5-4	3.7367e-01	1.1964e-01
mri1	3.7373e-01	1.1967e-01
zmp:0000001082	3.7376e-01	1.1968e-01
slc6a8	3.7376e-01	1.1968e-01
fosab	3.7386e-01	1.1973e-01
si:ch73-233f7.7	3.7410e-01	1.1985e-01
u2af1	3.7411e-01	1.1985e-01
rpl24	3.7414e-01	1.1986e-01
dnmt3aa	3.7437e-01	1.1997e-01
foxn4	3.7440e-01	1.1999e-01
si:dkey-4p15.3	3.7469e-01	1.2012e-01
senp5	3.7473e-01	1.2014e-01
seta	3.7478e-01	1.2016e-01
CABZ01069595.1	3.7513e-01	1.2033e-01
mknk1	3.7530e-01	1.2041e-01
RPL41	3.7531e-01	1.2042e-01
insm1b	3.7541e-01	1.2046e-01
zgc:171509	3.7552e-01	1.2051e-01
paqr7b	3.7565e-01	1.2057e-01
c3a.4	3.7569e-01	1.2059e-01
prlh2	3.7573e-01	1.2061e-01
dyrk1aa	3.7574e-01	1.2062e-01
fzd8a	3.7581e-01	1.2065e-01
sort1a	3.7581e-01	1.2065e-01
lingo2b	3.7583e-01	1.2066e-01
lin52	3.7586e-01	1.2068e-01
mmp24	3.7608e-01	1.2078e-01
serpinb1l1	3.7626e-01	1.2086e-01
si:dkey-31e10.1	3.7641e-01	1.2094e-01
kdm5bb	3.7653e-01	1.2099e-01
si:ch1073-166e24.4	3.7659e-01	1.2102e-01
fam89b	3.7668e-01	1.2106e-01
smc4	3.7675e-01	1.2110e-01
LO017725.1	3.7680e-01	1.2112e-01
rplp0	3.7691e-01	1.2117e-01
gramd4a	3.7693e-01	1.2118e-01
CT573337.2	3.7694e-01	1.2119e-01
blmh	3.7697e-01	1.2120e-01
ncl	3.7709e-01	1.2126e-01
dtymk	3.7714e-01	1.2128e-01
srsf3b	3.7730e-01	1.2135e-01
pde8a	3.7732e-01	1.2137e-01
aldh1a2	3.7748e-01	1.2144e-01
AL929453.2	3.7755e-01	1.2148e-01
cdk8	3.7775e-01	1.2157e-01
plpp2a	3.7783e-01	1.2161e-01
slc43a3a	3.7788e-01	1.2163e-01
zc4h2	3.7796e-01	1.2167e-01
hbl1	3.7805e-01	1.2171e-01
dnmt3ba	3.7809e-01	1.2173e-01
BX324110.1	3.7812e-01	1.2175e-01
msx3	3.7817e-01	1.2177e-01
marcksl1b	3.7820e-01	1.2178e-01
psmb3	3.7842e-01	1.2189e-01
rps27.1	3.7846e-01	1.2191e-01
pou3f1	3.7847e-01	1.2191e-01
si:dkeyp-77c4.5	3.7853e-01	1.2194e-01
asf1ba	3.7886e-01	1.2210e-01
parp6b	3.7900e-01	1.2217e-01
CABZ01065417.1	3.7910e-01	1.2221e-01
RANBP2	3.7916e-01	1.2224e-01
ruvbl1	3.7924e-01	1.2228e-01
cbx7b	3.7924e-01	1.2228e-01
gspt1l	3.7927e-01	1.2229e-01
pcdhb	3.7934e-01	1.2233e-01
si:ch211-226h7.3	3.7939e-01	1.2235e-01
selenow1	3.7945e-01	1.2238e-01
foxg1a	3.7952e-01	1.2241e-01
npm1a	3.7956e-01	1.2243e-01
rps24	3.7958e-01	1.2244e-01
cldnk	3.7960e-01	1.2245e-01
CT573103.2	3.7969e-01	1.2249e-01
zgc:154058	3.7976e-01	1.2252e-01
mrpl39	3.7984e-01	1.2256e-01
CABZ01083166.1	3.7985e-01	1.2257e-01
stub1	3.7993e-01	1.2260e-01
sar1ab	3.8000e-01	1.2264e-01
nfil3	3.8008e-01	1.2268e-01
nav1b	3.8009e-01	1.2268e-01
irx5a	3.8014e-01	1.2271e-01
gpn3	3.8014e-01	1.2271e-01
clta	3.8024e-01	1.2275e-01
nfya	3.8035e-01	1.2281e-01
ucp2	3.8045e-01	1.2285e-01
si:dkeyp-27c8.2	3.8048e-01	1.2287e-01
zgc:175280	3.8062e-01	1.2294e-01
aes	3.8084e-01	1.2304e-01
gins2	3.8095e-01	1.2309e-01
epsti1	3.8104e-01	1.2314e-01
LO018437.1	3.8126e-01	1.2324e-01
CR391998.1	3.8150e-01	1.2336e-01
znf341	3.8175e-01	1.2347e-01
rdh10a	3.8175e-01	1.2347e-01
si:dkey-88n24.12	3.8185e-01	1.2352e-01
si:dkey-15h8.10	3.8186e-01	1.2353e-01
crygm2d12	3.8213e-01	1.2366e-01
odf2b	3.8217e-01	1.2367e-01
irx2a	3.8224e-01	1.2371e-01
si:ch211-197g15.10	3.8230e-01	1.2374e-01
rps16	3.8231e-01	1.2374e-01
sh3pxd2aa	3.8233e-01	1.2375e-01
tcea1	3.8246e-01	1.2382e-01
kctd6b	3.8249e-01	1.2383e-01
mapre3a	3.8250e-01	1.2383e-01
BX323819.1	3.8272e-01	1.2394e-01
mt-atp6	3.8275e-01	1.2395e-01
CABZ01066921.1	3.8287e-01	1.2401e-01
si:ch73-127m5.2	3.8297e-01	1.2406e-01
elac1	3.8298e-01	1.2406e-01
plekhh1	3.8309e-01	1.2412e-01
ucp1	3.8330e-01	1.2422e-01
nup62l	3.8351e-01	1.2432e-01
puf60b	3.8361e-01	1.2437e-01
si:ch1073-110a20.3	3.8373e-01	1.2443e-01
slc29a4	3.8387e-01	1.2449e-01
si:ch73-380l3.5	3.8424e-01	1.2467e-01
brinp3a.1	3.8425e-01	1.2467e-01
prpf4	3.8426e-01	1.2468e-01
si:ch73-7i4.3	3.8427e-01	1.2468e-01
rpa2	3.8458e-01	1.2483e-01
dab2ipa	3.8467e-01	1.2488e-01
ckba	3.8472e-01	1.2490e-01
sagb	3.8477e-01	1.2493e-01
mt-atp8	3.8479e-01	1.2493e-01
gal3st2	3.8484e-01	1.2496e-01
hars	3.8491e-01	1.2499e-01
BX511028.1	3.8510e-01	1.2508e-01
nop10	3.8515e-01	1.2510e-01
fezf2	3.8520e-01	1.2513e-01
gtse1	3.8523e-01	1.2514e-01
map7a	3.8526e-01	1.2516e-01
CABZ01072077.1	3.8535e-01	1.2520e-01
mapk11	3.8537e-01	1.2521e-01
cplx1	3.8548e-01	1.2527e-01
slc25a47a	3.8556e-01	1.2530e-01
CABZ01024659.1	3.8563e-01	1.2534e-01
PPP2CA	3.8565e-01	1.2535e-01
znf804b	3.8575e-01	1.2539e-01
tmem64	3.8595e-01	1.2549e-01
xrra1	3.8599e-01	1.2551e-01
stap2a	3.8604e-01	1.2553e-01
si:ch211-214b16.2	3.8616e-01	1.2559e-01
ARFGAP1	3.8620e-01	1.2561e-01
ube2e3	3.8622e-01	1.2562e-01
znf410	3.8626e-01	1.2564e-01
rpl22l1	3.8628e-01	1.2565e-01
dazap1	3.8646e-01	1.2574e-01
st6galnac3	3.8651e-01	1.2576e-01
abcg1	3.8682e-01	1.2591e-01
zgc:92041	3.8697e-01	1.2598e-01
gskip	3.8699e-01	1.2599e-01
cenpk	3.8701e-01	1.2600e-01
vdac3	3.8704e-01	1.2602e-01
si:dkey-16j16.4	3.8717e-01	1.2608e-01
si:dkey-32n7.4	3.8754e-01	1.2626e-01
med6	3.8795e-01	1.2646e-01
slc16a1a	3.8800e-01	1.2648e-01
SYT2	3.8801e-01	1.2648e-01
ftr15	3.8807e-01	1.2651e-01
si:ch211-59o9.10	3.8812e-01	1.2654e-01
pcdh18a	3.8813e-01	1.2654e-01
PDPR	3.8827e-01	1.2661e-01
tmem186	3.8828e-01	1.2661e-01
psmc3	3.8834e-01	1.2664e-01
pitpnbl	3.8837e-01	1.2666e-01
lhx5	3.8841e-01	1.2668e-01
si:ch211-196g2.4	3.8845e-01	1.2670e-01
pyya	3.8853e-01	1.2673e-01
mapre1b	3.8856e-01	1.2675e-01
kmt5aa	3.8877e-01	1.2685e-01
sox21b	3.8880e-01	1.2687e-01
bmpr2a	3.8904e-01	1.2698e-01
atf7ip	3.8916e-01	1.2704e-01
fbxl6	3.8922e-01	1.2707e-01
angpt2b	3.8929e-01	1.2711e-01
ube2e2	3.8936e-01	1.2714e-01
ttll4	3.8942e-01	1.2717e-01
nudt21	3.8951e-01	1.2721e-01
bckdhbl	3.8958e-01	1.2725e-01
pagr1	3.8962e-01	1.2727e-01
fbxw11b	3.8966e-01	1.2728e-01
TC2N	3.8974e-01	1.2732e-01
larp1	3.8982e-01	1.2736e-01
BX324157.1	3.8988e-01	1.2739e-01
trappc1	3.9006e-01	1.2748e-01
slit1a	3.9007e-01	1.2748e-01
si:dkeyp-44b5.5	3.9018e-01	1.2754e-01
rfc1	3.9028e-01	1.2759e-01
dldh	3.9028e-01	1.2759e-01
CR762395.1	3.9031e-01	1.2760e-01
pacsin1a	3.9041e-01	1.2765e-01
hat1	3.9043e-01	1.2766e-01
drap1	3.9043e-01	1.2766e-01
ACVR1C	3.9052e-01	1.2770e-01
socs6b	3.9066e-01	1.2777e-01
mark4a	3.9084e-01	1.2786e-01
hnrnpa0a	3.9086e-01	1.2787e-01
eny2	3.9110e-01	1.2798e-01
si:dkey-17m8.1	3.9132e-01	1.2809e-01
ppp2r2ab	3.9151e-01	1.2818e-01
per3	3.9155e-01	1.2820e-01
pabpc1a	3.9158e-01	1.2822e-01
psmb7	3.9162e-01	1.2823e-01
cdc34a	3.9165e-01	1.2825e-01
nptxrb	3.9178e-01	1.2832e-01
shhb	3.9201e-01	1.2843e-01
si:dkey-17e16.15	3.9204e-01	1.2844e-01
si:dkey-83f18.6	3.9212e-01	1.2848e-01
rrh	3.9225e-01	1.2854e-01
si:ch211-175f11.5	3.9243e-01	1.2863e-01
lig1	3.9252e-01	1.2868e-01
si:zfos-452g4.1	3.9255e-01	1.2869e-01
CR855311.5	3.9258e-01	1.2870e-01
znf1105	3.9265e-01	1.2874e-01
si:ch211-163c2.1	3.9272e-01	1.2877e-01
fuca1.2	3.9273e-01	1.2878e-01
si:dkey-78l4.8	3.9275e-01	1.2879e-01
mapkapk5	3.9277e-01	1.2880e-01
cxxc1a	3.9280e-01	1.2881e-01
pde12	3.9281e-01	1.2882e-01
drd4a	3.9282e-01	1.2882e-01
si:dkey-93h22.8	3.9295e-01	1.2889e-01
psma4	3.9300e-01	1.2891e-01
fem1c	3.9301e-01	1.2892e-01
impa2	3.9319e-01	1.2900e-01
sostdc1b	3.9350e-01	1.2915e-01
slc25a10	3.9366e-01	1.2923e-01
ttr	3.9373e-01	1.2927e-01
dcaf7	3.9400e-01	1.2940e-01
patl1	3.9413e-01	1.2946e-01
CCT2	3.9415e-01	1.2947e-01
CABZ01095001.1	3.9429e-01	1.2954e-01
si:dkeyp-117b11.2	3.9434e-01	1.2956e-01
fbln5	3.9445e-01	1.2962e-01
pde4bb	3.9455e-01	1.2967e-01
gadd45bb	3.9505e-01	1.2991e-01
polr2eb	3.9506e-01	1.2991e-01
nup43	3.9509e-01	1.2993e-01
tfap2d	3.9509e-01	1.2993e-01
polr2k	3.9512e-01	1.2995e-01
plppr3a	3.9519e-01	1.2998e-01
si:dkey-276j7.3	3.9522e-01	1.3000e-01
si:ch211-256e16.3	3.9534e-01	1.3005e-01
fabp7a	3.9540e-01	1.3009e-01
cirbpa	3.9544e-01	1.3010e-01
chrm1a	3.9560e-01	1.3018e-01
si:dkey-78l4.7	3.9570e-01	1.3023e-01
mif4gdb	3.9587e-01	1.3032e-01
alas1	3.9590e-01	1.3033e-01
pho	3.9599e-01	1.3038e-01
gnl3	3.9601e-01	1.3038e-01
nsun4	3.9605e-01	1.3040e-01
gsta.2	3.9608e-01	1.3042e-01
PCDHGC3 (1 of many)	3.9610e-01	1.3043e-01
prpf39	3.9614e-01	1.3045e-01
dgkb	3.9615e-01	1.3045e-01
tmpob	3.9622e-01	1.3048e-01
BX649312.1	3.9640e-01	1.3057e-01
si:ch211-263k4.2	3.9644e-01	1.3060e-01
rarga	3.9646e-01	1.3061e-01
dpysl5a	3.9658e-01	1.3066e-01
cldn19	3.9667e-01	1.3071e-01
adam11	3.9672e-01	1.3073e-01
si:ch211-262h13.3	3.9693e-01	1.3083e-01
tfdp2	3.9696e-01	1.3085e-01
zgc:112160	3.9700e-01	1.3087e-01
glmp	3.9706e-01	1.3090e-01
slc17a6a	3.9742e-01	1.3108e-01
zfand3	3.9754e-01	1.3114e-01
hip1ra	3.9761e-01	1.3117e-01
tagln3a	3.9773e-01	1.3123e-01
si:ch211-139d20.3	3.9810e-01	1.3141e-01
tspan5b	3.9814e-01	1.3143e-01
si:dkeyp-85e10.2	3.9824e-01	1.3148e-01
ywhae1	3.9831e-01	1.3152e-01
rad54l	3.9833e-01	1.3152e-01
pop1	3.9833e-01	1.3153e-01
lrrc53	3.9842e-01	1.3157e-01
bckdhb	3.9857e-01	1.3164e-01
rps18	3.9863e-01	1.3167e-01
arid2	3.9866e-01	1.3169e-01
asmt2	3.9866e-01	1.3169e-01
atxn7l2a	3.9885e-01	1.3178e-01
eif4e1c	3.9886e-01	1.3179e-01
nup107	3.9902e-01	1.3187e-01
prg4b	3.9914e-01	1.3192e-01
st8sia3	3.9915e-01	1.3193e-01
si:dkey-9i23.15	3.9924e-01	1.3197e-01
znf703	3.9925e-01	1.3198e-01
si:dkey-263f15.2	3.9937e-01	1.3204e-01
dnase1l4.1	3.9959e-01	1.3215e-01
pofut1	3.9974e-01	1.3222e-01
gpatch4	3.9976e-01	1.3223e-01
rbm39b	3.9976e-01	1.3223e-01
CT030160.1	3.9980e-01	1.3225e-01
gabrp	3.9991e-01	1.3231e-01
mt-nd2	3.9998e-01	1.3234e-01
ela3l	4.0010e-01	1.3240e-01
inip	4.0012e-01	1.3241e-01
fzd7b	4.0046e-01	1.3258e-01
srgap3	4.0046e-01	1.3258e-01
ppp1cbl	4.0046e-01	1.3258e-01
ppp1r14bb	4.0054e-01	1.3261e-01
BX548164.1	4.0058e-01	1.3263e-01
cnsta	4.0064e-01	1.3266e-01
polr2j	4.0065e-01	1.3267e-01
si:dkey-246j6.1	4.0072e-01	1.3270e-01
ttll1	4.0073e-01	1.3271e-01
cct2	4.0097e-01	1.3283e-01
si:ch211-217k17.11	4.0097e-01	1.3283e-01
apoda.1	4.0099e-01	1.3284e-01
cbx1b	4.0117e-01	1.3293e-01
FO704661.1	4.0121e-01	1.3295e-01
gng5	4.0136e-01	1.3302e-01
si:dkey-167i21.2	4.0140e-01	1.3304e-01
si:dkey-28n18.9	4.0156e-01	1.3312e-01
pttg1ipb	4.0162e-01	1.3315e-01
slc22a15	4.0163e-01	1.3316e-01
tmem53	4.0177e-01	1.3322e-01
si:dkeyp-77h1.4	4.0180e-01	1.3324e-01
kpnb3	4.0181e-01	1.3325e-01
dachb	4.0185e-01	1.3327e-01
akap8l	4.0191e-01	1.3329e-01
cwf19l1	4.0236e-01	1.3352e-01
opn3	4.0244e-01	1.3356e-01
atoh8	4.0252e-01	1.3360e-01
zgc:158366	4.0262e-01	1.3365e-01
stbd1	4.0263e-01	1.3365e-01
grid1b	4.0268e-01	1.3368e-01
zgc:63972	4.0310e-01	1.3389e-01
nasp	4.0314e-01	1.3391e-01
thop1	4.0315e-01	1.3391e-01
thoc7	4.0316e-01	1.3391e-01
CT573264.2	4.0320e-01	1.3394e-01
ik	4.0323e-01	1.3395e-01
mlpha	4.0325e-01	1.3396e-01
atp5mc1	4.0337e-01	1.3402e-01
pym1	4.0342e-01	1.3405e-01
si:ch211-162i8.5	4.0352e-01	1.3410e-01
si:dkeyp-26a9.2	4.0354e-01	1.3411e-01
aatka	4.0395e-01	1.3431e-01
ecsit	4.0416e-01	1.3442e-01
fam155b	4.0418e-01	1.3442e-01
efs	4.0429e-01	1.3448e-01
abi1a	4.0438e-01	1.3452e-01
shcbp1	4.0466e-01	1.3466e-01
prr5a	4.0470e-01	1.3469e-01
ppiaa	4.0480e-01	1.3473e-01
si:dkey-183i3.9	4.0480e-01	1.3473e-01
si:ch211-161h7.4	4.0484e-01	1.3475e-01
fam171a2b	4.0487e-01	1.3477e-01
zc3h14	4.0490e-01	1.3478e-01
strn	4.0496e-01	1.3481e-01
myg1	4.0502e-01	1.3484e-01
kcnt2	4.0509e-01	1.3488e-01
pcxa	4.0526e-01	1.3496e-01
FP016018.1	4.0564e-01	1.3515e-01
abcb10	4.0567e-01	1.3517e-01
mrpl14	4.0582e-01	1.3524e-01
atp5mc3b	4.0582e-01	1.3524e-01
rpl23	4.0589e-01	1.3528e-01
UBE2M	4.0598e-01	1.3532e-01
thoc1	4.0611e-01	1.3539e-01
isoc1	4.0615e-01	1.3541e-01
ppp2r5a	4.0625e-01	1.3546e-01
ehd3	4.0626e-01	1.3546e-01
CT573303.1	4.0637e-01	1.3552e-01
rpl38	4.0643e-01	1.3555e-01
psmb2	4.0648e-01	1.3557e-01
si:dkey-237i9.8	4.0673e-01	1.3570e-01
mt-nd4	4.0674e-01	1.3570e-01
igl3v3	4.0678e-01	1.3572e-01
klf13	4.0684e-01	1.3575e-01
snrpa1	4.0684e-01	1.3575e-01
lss	4.0696e-01	1.3581e-01
wwp1	4.0711e-01	1.3589e-01
zgc:114175	4.0718e-01	1.3592e-01
calua	4.0722e-01	1.3594e-01
ing2	4.0734e-01	1.3600e-01
mrpl52	4.0739e-01	1.3603e-01
fh	4.0739e-01	1.3603e-01
AL935300.3	4.0743e-01	1.3605e-01
trpm7	4.0766e-01	1.3616e-01
hsd11b2	4.0774e-01	1.3620e-01
ckbb	4.0778e-01	1.3622e-01
tle2c	4.0783e-01	1.3625e-01
ubc	4.0786e-01	1.3626e-01
cryaa	4.0796e-01	1.3631e-01
arpc2	4.0797e-01	1.3632e-01
etfb	4.0801e-01	1.3634e-01
znf319b	4.0812e-01	1.3639e-01
si:ch211-213a13.1	4.0821e-01	1.3644e-01
bco1	4.0830e-01	1.3648e-01
tmem182a	4.0831e-01	1.3649e-01
orc6	4.0832e-01	1.3649e-01
zmp:0000000521	4.0836e-01	1.3651e-01
foxi3b	4.0837e-01	1.3652e-01
ybey	4.0843e-01	1.3655e-01
smarcc1b	4.0846e-01	1.3657e-01
nitr3a	4.0853e-01	1.3660e-01
tmem181	4.0875e-01	1.3671e-01
cenpn	4.0890e-01	1.3678e-01
CT030048.1	4.0891e-01	1.3679e-01
epn1	4.0894e-01	1.3681e-01
kif20a	4.0900e-01	1.3684e-01
phax	4.0913e-01	1.3690e-01
aldh9a1a.1	4.0917e-01	1.3692e-01
capzb	4.0934e-01	1.3701e-01
fbl	4.0957e-01	1.3712e-01
adnpa	4.0964e-01	1.3716e-01
cct8	4.0968e-01	1.3718e-01
ahr2	4.0972e-01	1.3720e-01
